Datetime (UTC),Temperature (deg C),Pressure (hPa)
20240212_022403,23.49,1004.13
20240212_022406,23.43,1009.30
20240212_022409,23.54,1002.09
20240212_022412,23.83,1014.24
20240212_022415,23.58,1009.48
20240212_022418,23.51,1008.01
20240212_022421,23.49,1020.97
20240212_022424,23.65,1015.81
20240212_022427,23.62,1008.68
20240212_022430,23.43,1011.56
20240212_022433,23.56,1016.35
20240212_022436,23.55,1011.59
20240212_022439,23.71,1006.74
20240212_022442,23.55,1013.35
20240212_022445,23.73,1000.68
20240212_022448,23.58,1017.65
20240212_022451,23.61,1009.72
20240212_022454,23.77,1013.11
20240212_022457,23.58,1007.39
20240212_022500,23.75,1008.39
20240212_022503,23.64,1010.99
20240212_022506,23.78,1013.94
20240212_022509,23.54,1000.65
20240212_022512,23.74,1010.20
20240212_022515,23.70,1007.77
20240212_022518,23.65,1015.04
20240212_022521,23.77,1010.24
20240212_022524,23.76,1008.43
20240212_022527,23.64,1006.86
20240212_022530,23.53,998.11
20240212_022533,23.60,1012.56
20240212_022536,23.41,1002.38
20240212_022539,23.78,1006.57
20240212_022542,23.64,1018.69
20240212_022545,23.77,1000.86
20240212_022548,23.71,1002.65
20240212_022551,23.57,1006.22
20240212_022554,23.64,1015.08
20240212_022557,23.69,1011.08
20240212_022600,23.87,1011.85
20240212_022603,23.61,1006.88
20240212_022606,23.68,1003.35
20240212_022609,23.67,1003.71
20240212_022612,23.56,1004.52
20240212_022615,23.66,1011.53
20240212_022618,23.50,1011.12
20240212_022621,23.57,1012.96
20240212_022624,23.44,1009.48
20240212_022627,23.66,1020.59
20240212_022630,23.65,1009.14
20240212_022633,23.57,1004.76
20240212_022636,23.67,1006.22
20240212_022639,23.86,1007.60
20240212_022642,23.66,1019.00
20240212_022645,23.81,1001.61
20240212_022648,23.53,1003.86
20240212_022651,23.86,1004.08
20240212_022654,23.73,1002.05
20240212_022657,23.69,1000.72
20240212_022700,23.47,1011.96
20240212_022703,23.61,1015.02
20240212_022706,23.75,1016.62
20240212_022709,23.83,1009.64
20240212_022712,23.67,1006.44
20240212_022715,23.75,1015.24
20240212_022718,23.65,1002.46
20240212_022721,23.72,1004.64
20240212_022724,23.79,1011.50
20240212_022727,23.65,1015.98
20240212_022730,23.79,996.54
20240212_022733,23.70,999.90
20240212_022736,23.66,1007.96
20240212_022739,23.65,994.95
20240212_022742,23.79,1003.59
20240212_022745,23.68,1008.08
20240212_022748,23.66,1008.11
20240212_022751,23.58,1018.02
20240212_022754,23.72,1016.68
20240212_022757,23.86,1013.62
20240212_022800,23.81,1006.69
20240212_022803,23.80,1006.17
20240212_022806,23.62,1018.05
20240212_022809,23.74,1011.17
20240212_022812,23.82,1007.00
20240212_022815,23.56,1008.09
20240212_022818,23.78,1008.09
20240212_022821,23.67,1006.78
20240212_022824,23.80,1020.65
20240212_022827,23.62,1008.72
20240212_022830,23.73,1004.42
20240212_022833,23.86,1005.23
20240212_022836,23.80,1004.44
20240212_022839,23.99,1016.09
20240212_022842,23.83,1016.95
20240212_022845,23.64,1003.92
20240212_022848,23.61,996.91
20240212_022851,23.76,1010.23
20240212_022854,23.98,1006.59
20240212_022857,23.61,1005.25
20240212_022900,23.75,1007.72
20240212_022903,23.90,1006.96
20240212_022906,23.82,1014.31
20240212_022909,23.81,1013.27
20240212_022912,23.70,1012.71
20240212_022915,23.76,1010.28
20240212_022918,23.70,1013.11
20240212_022921,23.82,1004.24
20240212_022924,23.85,993.54
20240212_022927,23.88,1009.82
20240212_022930,23.76,1013.78
20240212_022933,23.90,1009.47
20240212_022936,23.69,1003.68
20240212_022939,23.71,1008.91
20240212_022942,23.89,1010.64
20240212_022945,23.79,1007.62
20240212_022948,23.79,1005.29
20240212_022951,23.94,1001.85
20240212_022954,23.81,1007.08
20240212_022957,23.94,1013.25
20240212_023000,23.87,1009.44
20240212_023003,23.79,1019.31
20240212_023006,23.79,1008.03
20240212_023009,23.78,1009.13
20240212_023012,23.83,1004.10
20240212_023015,23.79,1003.25
20240212_023018,23.75,1008.65
20240212_023021,23.90,998.79
20240212_023024,23.85,1007.96
20240212_023027,23.92,1009.01
20240212_023030,23.75,1011.47
20240212_023033,23.88,1013.36
20240212_023036,23.85,1016.46
20240212_023039,23.98,1010.28
20240212_023042,23.61,1011.20
20240212_023045,23.89,1003.01
20240212_023048,23.73,1011.66
20240212_023051,23.84,1008.55
20240212_023054,23.77,1003.01
20240212_023057,23.91,999.26
20240212_023100,23.65,1006.75
20240212_023103,23.80,1009.42
20240212_023106,23.88,1008.16
20240212_023109,23.96,1007.49
20240212_023112,23.74,1010.04
20240212_023115,23.94,1009.31
20240212_023118,23.95,1018.57
20240212_023121,23.83,1009.21
20240212_023124,23.79,1016.58
20240212_023127,23.92,1008.53
20240212_023130,23.81,1010.86
20240212_023133,23.72,1002.76
20240212_023136,23.87,1017.71
20240212_023139,23.96,991.38
20240212_023142,23.91,1006.65
20240212_023145,23.70,1001.17
20240212_023148,23.93,1003.63
20240212_023151,23.78,1016.76
20240212_023154,23.90,1008.78
20240212_023157,23.76,1006.53
20240212_023200,23.85,1003.90
20240212_023203,23.88,1001.94
20240212_023206,24.06,1010.06
20240212_023209,23.69,1008.96
20240212_023212,23.83,1003.45
20240212_023215,24.13,1010.48
20240212_023218,24.02,1009.52
20240212_023221,23.66,1007.82
20240212_023224,23.83,1004.69
20240212_023227,23.97,1010.41
20240212_023230,24.09,1011.02
20240212_023233,23.79,1014.26
20240212_023236,23.70,1008.50
20240212_023239,23.93,1008.12
20240212_023242,23.72,1000.36
20240212_023245,23.85,1007.06
20240212_023248,23.93,1011.13
20240212_023251,24.13,1011.35
20240212_023254,23.96,1004.85
20240212_023257,23.83,999.88
20240212_023300,23.98,1001.11
20240212_023303,23.84,999.94
20240212_023306,23.90,1012.54
20240212_023309,23.98,1005.83
20240212_023312,23.88,1013.18
20240212_023315,23.82,1024.52
20240212_023318,23.81,1004.29
20240212_023321,24.03,1007.44
20240212_023324,23.85,1008.64
20240212_023327,23.98,1002.77
20240212_023330,24.00,1006.30
20240212_023333,23.96,1006.56
20240212_023336,23.87,1007.52
20240212_023339,23.83,1006.26
20240212_023342,23.88,1006.56
20240212_023345,23.99,1004.19
20240212_023348,24.00,1000.98
20240212_023351,24.02,1013.56
20240212_023354,24.00,1002.60
20240212_023357,23.95,1008.14
20240212_023400,23.89,1011.45
20240212_023403,23.98,1007.99
20240212_023406,24.13,1010.91
20240212_023409,23.97,1008.12
20240212_023412,23.81,1011.06
20240212_023415,24.05,1008.85
20240212_023418,23.94,1006.93
20240212_023421,23.99,1004.82
20240212_023424,23.95,1003.72
20240212_023427,23.96,1000.39
20240212_023430,23.83,1011.28
20240212_023433,24.04,1005.08
20240212_023436,24.02,1007.98
20240212_023439,23.95,1015.47
20240212_023442,23.86,1011.97
20240212_023445,23.81,1003.78
20240212_023448,23.86,1015.50
20240212_023451,23.91,1006.02
20240212_023454,23.90,1011.58
20240212_023457,23.88,1011.65
20240212_023500,23.87,1015.66
20240212_023503,24.00,1008.11
20240212_023506,23.95,1014.08
20240212_023509,24.01,1005.04
20240212_023512,23.99,1007.67
20240212_023515,23.86,1008.62
20240212_023518,24.10,1004.91
20240212_023521,24.00,1001.60
20240212_023524,23.96,1010.07
20240212_023527,24.04,998.95
20240212_023530,23.93,1005.38
20240212_023533,24.02,1014.99
20240212_023536,24.05,1003.01
20240212_023539,23.89,1003.30
20240212_023542,23.90,999.15
20240212_023545,23.95,1013.63
20240212_023548,24.07,1004.49
20240212_023552,24.16,1007.78
20240212_023555,23.91,1005.57
20240212_023558,23.80,993.91
20240212_023601,23.94,1003.01
20240212_023604,24.07,1006.69
20240212_023607,24.09,1010.99
20240212_023610,24.06,1008.30
20240212_023613,23.91,1010.12
20240212_023616,24.01,1007.30
20240212_023619,23.92,1005.34
20240212_023622,24.05,1005.64
20240212_023625,24.06,997.12
20240212_023628,24.06,1002.39
20240212_023631,24.10,1006.68
20240212_023634,23.96,1012.18
20240212_023637,24.08,1009.93
20240212_023640,24.05,1005.13
20240212_023643,24.00,1006.32
20240212_023646,24.10,1004.61
20240212_023649,23.78,998.24
20240212_023652,24.09,1012.14
20240212_023655,23.92,1004.72
20240212_023658,24.09,1008.06
20240212_023701,24.05,1002.36
20240212_023704,24.16,1005.97
20240212_023707,24.10,1004.70
20240212_023710,24.06,1002.61
20240212_023713,24.08,994.78
20240212_023716,23.90,1007.56
20240212_023719,24.12,1006.71
20240212_023722,24.09,1006.98
20240212_023725,24.08,1003.07
20240212_023728,24.05,1007.57
20240212_023731,24.11,1006.23
20240212_023734,24.10,1008.13
20240212_023737,24.00,1005.59
20240212_023740,24.09,1009.78
20240212_023743,24.18,1010.68
20240212_023746,24.03,1009.08
20240212_023749,24.09,1012.51
20240212_023752,24.10,1003.53
20240212_023755,24.12,1011.84
20240212_023758,24.11,1000.24
20240212_023801,24.07,1004.50
20240212_023804,23.99,1003.25
20240212_023807,24.13,1008.83
20240212_023810,24.03,1007.42
20240212_023813,24.14,1001.78
20240212_023816,24.04,1002.89
20240212_023819,24.00,1006.90
20240212_023822,24.16,1004.82
20240212_023825,24.04,1004.10
20240212_023828,24.22,1004.84
20240212_023831,23.88,1000.15
20240212_023834,24.21,1020.06
20240212_023837,24.12,1017.71
20240212_023840,24.28,1007.72
20240212_023843,24.26,1009.05
20240212_023846,24.29,1012.16
20240212_023849,24.07,1004.80
20240212_023852,24.11,1014.13
20240212_023855,24.25,1021.14
20240212_023858,24.15,1008.03
20240212_023901,24.03,1012.03
20240212_023904,24.08,1017.52
20240212_023907,24.20,1013.75
20240212_023910,24.13,1005.85
20240212_023913,24.13,1012.86
20240212_023916,24.18,1001.52
20240212_023919,24.09,1009.21
20240212_023922,24.13,1009.82
20240212_023925,24.33,1015.86
20240212_023928,24.24,1002.00
20240212_023931,24.31,1002.68
20240212_023934,24.15,1007.40
20240212_023937,24.07,1012.34
20240212_023940,24.20,1006.07
20240212_023943,24.01,1010.64
20240212_023946,24.14,1008.63
20240212_023949,24.15,1003.00
20240212_023952,24.20,1005.59
20240212_023955,24.21,1002.48
20240212_023958,24.07,1017.22
20240212_024001,23.95,1012.22
20240212_024004,24.34,1008.83
20240212_024007,24.12,1008.98
20240212_024010,24.29,1012.97
20240212_024013,24.20,998.82
20240212_024016,24.13,1000.55
20240212_024019,24.14,1013.26
20240212_024022,24.31,1005.48
20240212_024025,24.08,1003.48
20240212_024028,24.07,1012.07
20240212_024031,23.94,1010.42
20240212_024034,24.01,1004.79
20240212_024037,24.22,1013.47
20240212_024040,24.09,1005.08
20240212_024043,24.11,1016.16
20240212_024046,24.01,1008.61
20240212_024049,24.07,1009.96
20240212_024052,24.30,1013.45
20240212_024055,24.23,1011.56
20240212_024058,24.32,1009.93
20240212_024101,24.21,1016.81
20240212_024104,24.00,1014.18
20240212_024107,24.25,1007.86
20240212_024110,24.35,1006.57
20240212_024113,24.35,1005.56
20240212_024116,24.40,1011.92
20240212_024119,24.34,1012.48
20240212_024122,24.08,1010.55
20240212_024125,24.15,997.99
20240212_024128,24.12,1013.39
20240212_024131,24.28,1011.19
20240212_024134,24.28,1007.09
20240212_024137,24.20,1006.29
20240212_024140,24.27,1014.77
20240212_024143,24.24,1005.40
20240212_024146,24.16,1002.07
20240212_024149,24.19,1008.42
20240212_024152,24.31,1008.81
20240212_024155,24.34,1009.50
20240212_024158,24.32,1007.49
20240212_024201,24.25,1014.14
20240212_024204,24.16,1002.49
20240212_024207,24.29,1007.32
20240212_024210,24.12,1006.19
20240212_024213,24.34,1001.67
20240212_024216,24.41,1005.26
20240212_024219,24.23,1006.30
20240212_024222,24.31,1004.99
20240212_024225,24.35,996.91
20240212_024228,24.34,1005.32
20240212_024231,24.18,1016.53
20240212_024234,24.13,1005.62
20240212_024237,24.41,1007.54
20240212_024240,24.33,1005.21
20240212_024243,24.37,1007.43
20240212_024246,24.23,1002.94
20240212_024249,24.24,1006.00
20240212_024252,24.30,1017.45
20240212_024255,24.20,1005.05
20240212_024258,23.99,1013.63
20240212_024301,24.09,1007.87
20240212_024304,24.36,1003.99
20240212_024307,24.30,1021.31
20240212_024310,24.26,1012.54
20240212_024313,24.20,1005.01
20240212_024316,24.35,1007.16
20240212_024319,24.37,1005.23
20240212_024322,24.20,1004.87
20240212_024325,24.36,1006.53
20240212_024328,24.25,1008.98
20240212_024331,24.16,1007.42
20240212_024334,24.51,1014.51
20240212_024337,24.27,1004.24
20240212_024340,24.37,1020.13
20240212_024343,24.23,1005.44
20240212_024346,24.17,1009.12
20240212_024349,24.43,1004.76
20240212_024352,24.28,1010.08
20240212_024355,24.34,1001.96
20240212_024358,24.15,1006.49
20240212_024401,24.20,1007.92
20240212_024404,24.15,1012.41
20240212_024407,24.38,1004.17
20240212_024410,24.26,1013.23
20240212_024413,24.14,1014.61
20240212_024416,24.27,1005.21
20240212_024419,24.35,1007.12
20240212_024422,24.25,1001.14
20240212_024425,24.26,1007.34
20240212_024428,24.25,1002.16
20240212_024431,24.35,1011.02
20240212_024434,24.38,1003.19
20240212_024437,24.37,1008.44
20240212_024440,24.34,1002.46
20240212_024443,24.38,1002.10
20240212_024446,24.48,1008.74
20240212_024449,24.33,1005.32
20240212_024452,24.33,1012.02
20240212_024455,24.35,1001.60
20240212_024458,24.55,1009.30
20240212_024501,24.36,1008.32
20240212_024504,24.32,1008.09
20240212_024507,24.21,1011.41
20240212_024510,24.47,999.20
20240212_024513,24.51,1003.53
20240212_024516,24.47,1004.35
20240212_024519,24.27,1007.66
20240212_024522,24.30,1017.13
20240212_024525,24.41,1002.11
20240212_024528,24.35,1011.83
20240212_024531,24.41,1014.07
20240212_024534,24.43,1006.20
20240212_024537,24.30,1001.67
20240212_024540,24.39,1008.10
20240212_024543,24.27,1010.54
20240212_024546,24.34,1007.87
20240212_024549,24.30,1004.97
20240212_024552,24.20,1018.18
20240212_024555,24.47,1009.85
20240212_024558,24.17,1013.88
20240212_024601,24.38,997.30
20240212_024604,24.61,1013.57
20240212_024607,24.26,1012.91
20240212_024610,24.34,1006.05
20240212_024613,24.52,1020.53
20240212_024616,24.39,1012.30
20240212_024619,24.34,1007.51
20240212_024622,24.36,1007.43
20240212_024625,24.45,1006.18
20240212_024628,24.31,1009.81
20240212_024631,24.41,1002.78
20240212_024634,24.34,1013.73
20240212_024637,24.37,1011.60
20240212_024640,24.39,1001.52
20240212_024643,24.44,1009.07
20240212_024646,24.19,1007.14
20240212_024649,24.38,1009.62
20240212_024652,24.38,1008.68
20240212_024655,24.48,1014.53
20240212_024658,24.62,1010.49
20240212_024701,24.50,1008.05
20240212_024704,24.27,1002.53
20240212_024707,24.30,1011.54
20240212_024710,24.35,1000.70
20240212_024713,24.35,1017.54
20240212_024716,24.40,1006.30
20240212_024719,24.40,1012.30
20240212_024722,24.31,1004.99
20240212_024725,24.38,1001.97
20240212_024728,24.40,1010.66
20240212_024731,24.41,1006.07
20240212_024734,24.53,1004.88
20240212_024737,24.53,999.05
20240212_024740,24.40,1003.01
20240212_024743,24.40,1006.40
20240212_024746,24.41,1000.35
20240212_024749,24.45,1006.37
20240212_024752,24.24,1011.31
20240212_024755,24.48,1007.00
20240212_024758,24.32,1005.45
20240212_024801,24.44,1011.60
20240212_024804,24.33,1012.25
20240212_024807,24.42,999.82
20240212_024810,24.34,1015.94
20240212_024813,24.31,1013.41
20240212_024816,24.46,1000.37
20240212_024819,24.45,1007.73
20240212_024822,24.24,1018.85
20240212_024825,24.57,1011.15
20240212_024828,24.49,1011.25
20240212_024831,24.55,1003.08
20240212_024834,24.36,1007.69
20240212_024837,24.44,1012.42
20240212_024840,24.58,1014.71
20240212_024843,24.50,1007.74
20240212_024846,24.44,1005.74
20240212_024849,24.53,1009.78
20240212_024852,24.33,1010.63
20240212_024855,24.38,1009.52
20240212_024858,24.37,1011.46
20240212_024901,24.42,1012.31
20240212_024904,24.54,1011.94
20240212_024907,24.59,1019.49
20240212_024910,24.35,1004.21
20240212_024913,24.50,1011.12
20240212_024916,24.51,1012.37
20240212_024919,24.40,1012.92
20240212_024922,24.37,1001.81
20240212_024925,24.27,1001.71
20240212_024928,24.39,1008.89
20240212_024931,24.49,1003.87
20240212_024934,24.54,1012.37
20240212_024937,24.62,1009.68
20240212_024940,24.58,1009.04
20240212_024943,24.54,1009.36
20240212_024946,24.51,1002.74
20240212_024949,24.60,1013.77
20240212_024952,24.63,993.21
20240212_024955,24.48,1015.28
20240212_024958,24.41,1018.57
20240212_025001,24.46,1013.93
20240212_025004,24.34,995.91
20240212_025008,24.51,1009.93
20240212_025011,24.62,999.23
20240212_025014,24.64,1009.71
20240212_025017,24.55,998.39
20240212_025020,24.50,1004.32
20240212_025023,24.57,1010.08
20240212_025026,24.60,1013.79
20240212_025029,24.62,1009.40
20240212_025032,24.53,1011.98
20240212_025035,24.57,1006.73
20240212_025038,24.47,1015.03
20240212_025041,24.48,1010.78
20240212_025044,24.59,1011.17
20240212_025047,24.62,1016.20
20240212_025050,24.60,1000.64
20240212_025053,24.54,1004.71
20240212_025056,24.48,1011.30
20240212_025059,24.44,1006.04
20240212_025102,24.50,1008.45
20240212_025105,24.60,1007.24
20240212_025108,24.59,1000.35
20240212_025111,24.36,1003.09
20240212_025114,24.64,1004.97
20240212_025117,24.49,1008.16
20240212_025120,24.69,1010.91
20240212_025123,24.60,1011.97
20240212_025126,24.68,1010.31
20240212_025129,24.48,1005.62
20240212_025132,24.42,1007.88
20240212_025135,24.49,1001.15
20240212_025138,24.45,1005.35
20240212_025141,24.58,1011.36
20240212_025144,24.56,1014.44
20240212_025147,24.58,1006.50
20240212_025150,24.63,1003.47
20240212_025153,24.53,1008.69
20240212_025156,24.43,1005.89
20240212_025159,24.54,1013.28
20240212_025202,24.60,1021.47
20240212_025205,24.64,1007.61
20240212_025208,24.61,1014.13
20240212_025211,24.23,1015.39
20240212_025214,24.68,1012.02
20240212_025217,24.47,1004.24
20240212_025220,24.47,1003.39
20240212_025223,24.57,1012.68
20240212_025226,24.60,1011.34
20240212_025229,24.38,1004.11
20240212_025232,24.82,1008.31
20240212_025235,24.66,1007.74
20240212_025238,24.62,1005.42
20240212_025241,24.51,1007.47
20240212_025244,24.61,1007.57
20240212_025247,24.58,1006.61
20240212_025250,24.73,1008.42
20240212_025253,24.81,1008.50
20240212_025256,24.68,1017.35
20240212_025259,24.40,1005.98
20240212_025302,24.59,1013.73
20240212_025305,24.78,1003.98
20240212_025308,24.72,1011.80
20240212_025311,24.52,1013.52
20240212_025314,24.60,1007.09
20240212_025317,24.62,1016.48
20240212_025320,24.78,1007.87
20240212_025323,24.81,1012.82
20240212_025326,24.74,1018.55
20240212_025329,24.72,1010.09
20240212_025332,24.58,1018.76
20240212_025335,24.58,1014.86
20240212_025338,24.88,1010.27
20240212_025341,24.62,1010.56
20240212_025344,24.69,1010.95
20240212_025347,24.67,1009.24
20240212_025350,24.66,1014.85
20240212_025353,24.60,1022.45
20240212_025356,24.49,1010.23
20240212_025359,24.62,1009.68
20240212_025402,24.67,1003.49
20240212_025405,24.56,1008.06
20240212_025408,24.24,1005.72
20240212_025411,24.59,1009.64
20240212_025414,24.61,1010.74
20240212_025417,24.64,1015.32
20240212_025420,24.85,1008.85
20240212_025423,24.67,1010.98
20240212_025426,24.53,1011.01
20240212_025429,24.51,1022.97
20240212_025432,24.67,1004.36
20240212_025435,24.55,1006.37
20240212_025438,24.55,1004.38
20240212_025441,24.43,1006.12
20240212_025444,24.80,1011.59
20240212_025447,24.75,1005.14
20240212_025450,24.82,1000.22
20240212_025453,24.72,1003.01
20240212_025456,24.81,1009.48
20240212_025459,24.69,1004.43
20240212_025502,24.56,1008.38
20240212_025505,24.55,1004.03
20240212_025508,24.51,1006.37
20240212_025511,24.50,1000.92
20240212_025514,24.56,1002.45
20240212_025517,24.75,1001.54
20240212_025520,24.78,1005.65
20240212_025523,24.70,1010.97
